shipment_id,warehouse_id,shipment_mode,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,delivery_status,order_id
5851,D,Ship,2,4,114,5,high,F,5,5334,On Time,522148
5852,F,Ship,4,5,201,2,high,F,2,4657,Delayed,533381
5853,A,Ship,3,4,206,4,medium,M,2,4372,Delayed,578508
5854,B,Ship,6,1,185,4,high,F,10,5254,On Time,503777
5855,C,Ship,5,2,272,3,high,M,5,4972,Delayed,551547
5856,F,Ship,4,3,266,2,medium,M,6,4286,On Time,532139
5857,D,Ship,3,4,203,2,low,M,9,5735,Delayed,560579
5858,F,Ship,4,3,218,5,low,M,2,4823,On Time,565324
5859,A,Ship,2,5,279,3,low,F,8,4632,Delayed,504164
5860,B,Ship,4,4,159,2,low,M,4,4648,On Time,549241
5861,C,Ship,5,3,138,3,low,F,5,5687,On Time,540947
5862,F,Ship,3,2,224,3,low,F,7,5896,Delayed,492782
5863,D,Ship,3,3,269,3,low,M,4,4309,Delayed,576615
5864,F,Ship,5,3,121,2,medium,F,4,5231,On Time,C490946
5865,A,Road,4,3,134,2,low,F,2,4522,Delayed,571408
5866,B,Road,4,5,259,3,medium,M,4,5344,On Time,512063
5867,C,Road,4,4,206,2,high,M,8,4093,On Time,543826
5868,F,Road,3,1,209,2,low,M,6,5701,On Time,529941
5869,D,Road,3,3,145,3,medium,M,1,5709,Delayed,550622
5870,F,Road,5,2,164,2,medium,M,8,5717,Delayed,513942
5871,A,Road,3,1,133,3,medium,M,6,5464,On Time,559549
5872,B,Road,3,2,178,3,low,F,5,5686,Delayed,507292
5873,C,Road,4,3,175,2,low,M,3,4200,Delayed,492313
5874,F,Road,2,4,242,3,medium,M,8,4898,Delayed,566964
5875,D,Road,4,2,202,3,low,M,8,4575,On Time,540566
5876,F,Road,4,3,176,2,low,F,6,5149,On Time,511346
5877,A,Road,4,3,203,4,low,F,1,5274,Delayed,518394
5878,B,Road,4,3,207,4,low,M,5,5008,On Time,567954
5879,C,Road,4,2,268,3,medium,M,1,4927,Delayed,529720
5880,F,Road,3,3,244,3,low,M,6,5109,Delayed,580673
5881,D,Road,3,5,134,3,low,F,10,4693,Delayed,544676
5882,F,Road,3,4,143,3,low,F,1,4392,On Time,574670
5883,A,Road,3,5,246,3,low,F,2,5556,On Time,510066
5884,B,Road,3,2,157,2,low,F,7,5228,Delayed,523362
5885,C,Road,3,3,169,3,low,M,10,5147,Delayed,574830
5886,F,Road,4,5,231,3,low,F,6,4449,On Time,525065
5887,D,Flight,3,3,262,5,medium,F,1,5043,Delayed,559055
5888,F,Flight,3,2,227,2,medium,M,10,4290,Delayed,568149
5889,A,Flight,5,2,162,4,medium,M,7,5477,On Time,495279
5890,B,Flight,5,5,148,2,medium,M,4,4812,Delayed,571705
5891,C,Flight,3,4,138,2,medium,F,8,4837,Delayed,C502621
5892,F,Flight,3,3,255,2,medium,F,3,4824,Delayed,564065
5893,D,Flight,3,5,218,3,low,M,2,5841,Delayed,532127
5894,F,Flight,4,1,260,4,low,M,2,4091,On Time,533558
5895,A,Flight,4,3,142,2,low,F,5,5502,On Time,543915
5896,B,Flight,4,5,257,3,medium,M,5,4180,Delayed,524305
5897,C,Flight,4,2,252,3,low,F,1,4176,Delayed,506976
5898,F,Flight,5,4,151,5,low,F,1,4122,Delayed,528581
5899,D,Flight,4,3,190,5,low,F,8,4736,Delayed,521319
5900,F,Flight,4,5,137,2,low,M,7,4068,Delayed,529690
5901,A,Flight,4,4,164,2,low,M,7,5456,Delayed,496427
5902,B,Flight,3,5,271,3,low,F,9,5328,Delayed,513574
5903,C,Flight,3,5,162,2,high,M,1,4573,On Time,518247
5904,F,Flight,2,4,221,5,medium,M,4,4034,On Time,495805
5905,D,Flight,5,4,202,3,low,F,3,4559,On Time,497360
5906,F,Flight,4,5,143,2,low,M,1,5836,Delayed,535844
5907,A,Flight,3,5,254,3,low,M,6,4703,Delayed,566562
5908,B,Flight,4,3,96,4,medium,M,1,4984,On Time,535932
5909,C,Ship,3,3,199,5,medium,F,10,4847,On Time,557222
5910,F,Ship,4,1,198,4,low,F,5,5182,Delayed,517514
5911,D,Ship,4,3,257,3,low,F,2,5198,On Time,504572
5912,F,Ship,3,2,149,5,medium,F,9,4310,Delayed,515174
5913,A,Ship,5,1,193,4,medium,F,10,5280,Delayed,495200
5914,B,Ship,3,5,284,2,low,M,10,5619,Delayed,512306
5915,C,Ship,4,5,205,4,medium,F,5,5264,Delayed,495951
5916,F,Ship,5,5,185,3,low,M,5,4520,On Time,531210
5917,D,Ship,5,4,268,3,high,F,10,4955,Delayed,571939
5918,F,Ship,5,1,252,3,medium,M,2,4339,Delayed,533140
5919,A,Ship,4,3,196,2,low,F,5,5656,Delayed,538148
5920,B,Ship,3,3,149,3,low,M,6,4654,Delayed,547079
5921,C,Ship,5,5,154,2,medium,M,3,4669,Delayed,554663
5922,F,Ship,5,4,267,2,medium,M,4,4053,Delayed,541660
5923,D,Ship,3,3,208,2,medium,F,5,5661,Delayed,545226
5924,F,Ship,5,5,275,3,medium,M,9,4287,On Time,554993
5925,A,Ship,4,2,272,2,low,F,1,5939,On Time,520511
5926,B,Ship,6,5,280,3,low,M,9,4074,On Time,538167
5927,C,Ship,6,3,202,3,low,F,5,4930,Delayed,552000
5928,F,Ship,5,2,184,3,medium,F,8,4581,Delayed,566233
5929,D,Ship,5,2,244,5,medium,F,7,5515,Delayed,565261
5930,F,Ship,4,4,138,5,low,M,10,5401,Delayed,576052
5931,A,Ship,4,3,109,2,medium,F,4,5407,Delayed,494587
5932,B,Ship,2,5,189,5,low,M,3,5292,Delayed,552108
5933,C,Ship,3,2,170,3,low,M,9,4069,Delayed,539374
5934,F,Ship,3,1,183,2,medium,F,10,4598,Delayed,574074
5935,D,Ship,3,4,263,6,high,M,3,4429,Delayed,579508
5936,F,Ship,4,1,271,4,low,M,9,5853,On Time,537396
5937,A,Ship,6,3,202,4,medium,F,3,4496,On Time,579685
5938,B,Ship,3,3,265,3,medium,F,8,5070,Delayed,522950
5939,C,Ship,4,1,220,3,medium,F,6,4472,Delayed,545690
5940,F,Ship,4,4,274,2,low,F,7,4873,On Time,500355
5941,D,Ship,4,5,212,2,medium,M,10,4552,Delayed,566239
5942,F,Ship,4,2,244,3,high,M,1,5559,On Time,537640
5943,A,Ship,4,5,252,3,medium,F,4,5017,Delayed,579161
5944,B,Ship,5,5,158,2,low,M,8,4743,Delayed,489652
5945,C,Ship,2,5,286,6,medium,F,5,5490,Delayed,491210
5946,F,Ship,3,5,164,3,high,M,10,4639,On Time,573585
5947,D,Ship,4,3,170,6,medium,M,6,4998,Delayed,554986
5948,F,Ship,4,1,269,2,medium,F,8,4930,Delayed,527886
5949,A,Ship,4,2,238,2,low,F,2,4002,Delayed,494867
5950,B,Ship,4,3,198,7,medium,F,1,5315,Delayed,524214
5951,C,Ship,4,4,184,8,low,M,7,5235,On Time,513598
5952,F,Ship,5,2,265,3,low,M,10,4347,On Time,489599
5953,D,Ship,3,2,204,10,medium,F,10,4534,Delayed,533027
5954,F,Ship,5,1,233,7,medium,F,5,5759,On Time,548978
5955,A,Ship,4,5,134,3,low,F,8,5694,Delayed,574655
5956,B,Ship,3,4,153,3,medium,F,9,5474,Delayed,572897
5957,C,Ship,2,5,241,3,medium,F,3,4253,On Time,555125
5958,F,Ship,4,5,187,3,low,M,7,5022,On Time,554019
5959,D,Ship,3,3,148,3,low,F,8,5622,Delayed,529934
5960,F,Ship,3,4,133,8,medium,F,10,5439,On Time,537846
5961,A,Ship,6,1,250,4,low,M,10,1623,On Time,507166
5962,B,Ship,6,1,249,4,medium,M,2,1326,On Time,507292
5963,C,Ship,5,2,259,5,low,M,8,1678,Delayed,505056
5964,F,Ship,6,4,266,4,low,M,5,1639,On Time,507847
5965,D,Ship,6,5,244,4,medium,F,6,1185,Delayed,554160
5966,F,Ship,4,5,239,6,low,M,2,1879,Delayed,544601
5967,A,Ship,4,5,270,5,low,F,1,1187,On Time,523311
5968,B,Ship,6,3,270,4,low,F,7,1079,Delayed,577331
5969,C,Ship,6,2,257,4,medium,M,1,1513,Delayed,567980
5970,F,Ship,4,3,243,5,medium,F,3,1634,On Time,525017
5971,D,Ship,4,5,271,4,low,M,6,5078,Delayed,516112
5972,F,Ship,6,3,202,4,medium,F,6,4249,Delayed,560579
5973,A,Ship,3,3,265,3,medium,F,3,5986,On Time,507923
5974,B,Ship,4,1,220,3,medium,M,1,5159,On Time,501657
5975,C,Ship,4,3,274,2,low,M,1,4762,Delayed,537775
5976,F,Ship,4,1,212,2,medium,M,4,4969,Delayed,537691
5977,D,Ship,4,2,244,3,high,F,3,4103,Delayed,541223
5978,F,Ship,4,2,252,3,medium,F,4,5782,Delayed,557484
5979,A,Ship,5,1,158,2,low,M,4,5736,On Time,579524
5980,B,Ship,2,5,286,6,medium,F,3,4497,On Time,568654
5981,C,Ship,3,3,164,3,high,M,8,5170,Delayed,552025
5982,F,Ship,4,2,170,6,medium,M,10,4891,Delayed,495360
5983,D,Ship,4,3,269,2,medium,M,2,4158,Delayed,578233
5984,F,Ship,4,3,238,2,low,M,7,5808,On Time,565410
5985,A,Ship,4,5,198,7,medium,M,9,4249,On Time,505870
5986,B,Ship,4,3,184,8,low,M,4,4686,Delayed,571883
5987,C,Ship,5,2,265,3,low,M,8,5447,On Time,516591
5988,F,Ship,3,1,204,10,medium,M,5,5375,Delayed,490362
5989,D,Ship,5,2,233,7,medium,F,8,5519,On Time,563100
5990,F,Ship,4,2,134,3,low,F,9,4214,On Time,541112
5991,A,Ship,3,2,153,3,medium,M,6,4056,Delayed,571665
5992,B,Ship,2,1,241,3,medium,F,5,5697,On Time,520746
5993,C,Ship,4,4,187,3,low,F,8,4893,Delayed,494378
5994,F,Ship,3,4,148,3,low,F,8,5267,On Time,513854
5995,D,Ship,3,5,133,8,medium,F,8,5002,On Time,499457
5996,F,Ship,6,1,250,4,low,M,4,1018,Delayed,572862
5997,A,Ship,6,5,249,4,medium,M,3,1710,On Time,568134
5998,B,Ship,5,3,259,5,low,M,2,1730,Delayed,518138
5999,C,Ship,6,2,266,4,low,F,9,1220,Delayed,503341
6000,F,Ship,6,3,244,4,medium,M,5,1108,On Time,579427
6001,D,Ship,4,5,239,6,low,M,4,1451,Delayed,497608
6002,F,Road,4,3,270,5,low,F,3,1786,On Time,551657
6003,A,Road,6,4,282,4,low,M,6,1580,Delayed,510271
6004,B,Road,6,5,295,4,medium,M,2,1981,Delayed,563245
6005,C,Road,6,1,255,4,low,M,5,1253,On Time,545044
6006,F,Road,6,4,292,4,low,M,3,1826,On Time,521767
6007,D,Road,6,3,244,4,low,F,1,1317,On Time,545038
6008,F,Road,6,1,306,4,low,M,1,1210,Delayed,562593
6009,A,Road,6,1,258,4,low,M,3,1506,Delayed,510983
6010,B,Road,4,2,265,6,low,M,8,1391,On Time,526513
6011,C,Road,5,1,227,5,low,M,7,1620,On Time,566914
6012,F,Road,7,1,276,4,low,F,8,1560,On Time,576624
6013,D,Road,6,4,244,4,medium,M,7,1795,Delayed,560434
6014,F,Road,4,3,217,6,medium,F,6,1552,Delayed,518977
6015,A,Road,2,3,211,3,low,F,8,1172,Delayed,519817
6016,B,Road,4,2,227,5,low,M,7,1354,On Time,520848
6017,C,Road,5,3,249,4,medium,M,1,1014,On Time,537683
6018,F,Road,6,3,269,4,low,M,3,1006,Delayed,568791
6019,D,Road,6,5,278,4,medium,F,6,1140,Delayed,500449
6020,F,Road,6,5,282,4,medium,M,3,1385,Delayed,508491
6021,A,Road,6,4,300,4,medium,F,7,1607,Delayed,575690
6022,B,Road,5,5,259,5,low,F,9,1624,Delayed,513574
6023,C,Road,6,1,295,4,medium,F,6,1611,Delayed,536563
6024,F,Flight,5,5,238,5,low,M,2,1657,Delayed,542997
6025,D,Flight,5,3,270,5,medium,F,7,1303,On Time,523200
6026,F,Flight,5,3,267,5,low,M,6,1119,On Time,543266
6027,A,Flight,4,1,270,5,medium,M,9,1280,On Time,540371
6028,B,Flight,4,1,245,5,medium,F,8,1923,Delayed,517626
6029,C,Flight,6,4,262,4,low,F,10,1068,On Time,517760
6030,F,Flight,4,2,245,5,low,M,8,1122,On Time,559878
6031,D,Flight,6,2,268,4,low,M,7,1943,Delayed,560260
6032,F,Flight,5,1,262,5,low,M,1,1488,On Time,564670
6033,A,Flight,6,3,283,5,medium,M,10,1483,Delayed,571940
6034,B,Flight,5,3,260,5,medium,M,8,1001,Delayed,511656
6035,C,Flight,7,5,258,4,low,F,4,1677,On Time,535834
6036,F,Flight,5,2,130,4,medium,F,1,1877,Delayed,532107
6037,D,Flight,6,3,262,5,low,M,9,1053,Delayed,494495
6038,F,Flight,6,2,293,4,low,F,4,1764,On Time,557802
6039,A,Flight,7,1,255,5,medium,M,10,1238,On Time,569790
6040,B,Flight,6,1,242,5,low,F,5,1555,Delayed,581439
6041,C,Flight,6,3,264,4,medium,F,6,1622,On Time,494379
6042,F,Flight,6,4,253,4,low,F,7,1485,Delayed,531444
6043,D,Flight,5,5,271,5,low,F,4,1667,Delayed,538527
6044,F,Flight,6,2,250,4,medium,F,3,1777,On Time,537405
6045,A,Flight,4,3,266,5,high,F,5,1590,Delayed,530335
6046,B,Ship,6,2,286,4,low,F,4,1594,Delayed,571282
6047,C,Ship,5,2,275,5,low,M,9,1373,Delayed,533969
6048,F,Ship,6,3,295,5,low,M,4,1392,Delayed,501006
6049,D,Ship,5,1,269,6,medium,F,8,1341,Delayed,502660
6050,F,Ship,4,1,239,5,low,F,1,1780,On Time,550885
6051,A,Ship,6,4,271,4,medium,M,8,1867,Delayed,532010
6052,B,Ship,6,5,165,6,low,F,6,1529,On Time,575602
6053,C,Ship,7,2,302,5,medium,M,5,1614,Delayed,531036
6054,F,Ship,6,2,293,6,low,F,10,1919,On Time,574544
6055,D,Ship,4,4,202,3,low,F,3,5524,On Time,514064
6056,F,Ship,2,3,185,3,medium,F,7,4246,Delayed,560294
6057,A,Ship,4,4,210,2,medium,M,8,5942,Delayed,496247
6058,B,Ship,3,5,186,2,medium,M,8,5924,Delayed,515908
6059,C,Ship,3,4,163,3,low,M,7,5913,Delayed,545232
6060,F,Ship,3,4,168,3,low,M,5,5964,Delayed,530576
6061,D,Ship,4,3,199,3,low,M,8,4391,On Time,489548
6062,F,Ship,3,5,271,2,medium,M,7,4958,Delayed,570212
6063,A,Ship,3,4,164,3,low,F,4,4796,Delayed,550606
6064,B,Ship,4,1,231,2,medium,M,3,4696,Delayed,538177
6065,C,Ship,3,1,196,2,low,M,10,4141,On Time,556207
6066,F,Ship,4,2,218,3,low,F,2,4949,Delayed,501550
6067,D,Ship,5,1,267,4,low,M,5,4440,On Time,537262
6068,F,Ship,4,4,163,3,low,F,5,4440,Delayed,546653
6069,A,Ship,4,1,224,4,medium,F,5,4887,Delayed,565326
6070,B,Ship,3,4,156,2,medium,F,10,5107,On Time,553940
6071,C,Ship,5,5,175,6,low,F,2,4883,On Time,544186
6072,F,Ship,3,4,257,5,medium,F,5,5365,Delayed,527436
6073,D,Ship,4,4,259,3,low,M,3,4509,Delayed,540269
6074,F,Ship,3,3,112,4,low,F,7,5716,On Time,543647
6075,A,Ship,4,3,145,4,medium,M,2,5735,Delayed,511961
6076,B,Ship,3,1,230,3,medium,M,3,4957,Delayed,525303
6077,C,Ship,3,4,188,4,low,F,6,5016,Delayed,518397
6078,F,Ship,3,2,132,4,medium,F,3,4512,Delayed,490097
6079,D,Ship,4,1,239,4,high,M,2,5502,Delayed,555744
6080,F,Ship,2,5,167,3,medium,M,8,4605,Delayed,491714
6081,A,Ship,3,1,133,3,medium,M,7,4004,On Time,497921
6082,B,Ship,4,2,270,2,high,F,9,5080,On Time,556069
6083,C,Ship,4,3,229,2,medium,M,7,5364,On Time,504163
6084,F,Ship,5,1,261,4,high,F,6,4852,Delayed,580759
6085,D,Ship,2,1,192,3,low,F,9,4774,Delayed,558777
6086,F,Ship,4,5,217,3,low,F,6,4848,On Time,565056
6087,A,Ship,4,3,246,2,low,M,6,4908,Delayed,525453
6088,B,Ship,5,5,208,2,medium,M,8,5321,Delayed,572997
6089,C,Ship,5,1,148,3,low,F,5,5790,Delayed,547385
6090,F,Ship,4,1,132,6,high,M,8,4902,On Time,520680
6091,D,Ship,4,2,249,3,low,F,6,5051,On Time,524286
6092,F,Ship,3,3,225,4,low,F,9,5468,On Time,C547409
6093,A,Ship,5,1,279,4,medium,F,3,4607,Delayed,524972
6094,B,Ship,4,2,183,2,low,F,8,4921,Delayed,560930
6095,C,Ship,4,4,215,2,high,F,6,5238,Delayed,501907
6096,F,Ship,6,4,195,5,high,F,10,4225,Delayed,495070
6097,D,Ship,4,2,156,2,medium,M,5,4467,On Time,C547502
6098,F,Ship,3,5,160,3,low,F,8,4106,Delayed,559698
6099,A,Ship,5,5,153,5,medium,M,10,5297,Delayed,576553
6100,B,Ship,3,4,215,3,high,F,5,4670,On Time,498564
6101,C,Ship,4,3,163,3,low,F,7,4556,Delayed,537224
6102,F,Ship,4,2,195,3,medium,M,8,5198,Delayed,559342
6103,D,Ship,4,3,170,2,low,M,3,4587,On Time,490294
6104,F,Ship,3,3,133,3,low,M,5,5937,Delayed,524105
6105,A,Ship,5,2,171,6,medium,F,5,5981,On Time,572103
6106,B,Ship,3,5,186,3,medium,M,7,4764,Delayed,545568
6107,C,Ship,4,2,246,3,high,M,5,5960,Delayed,575947
6108,F,Ship,3,3,170,3,low,F,7,5427,On Time,571797
6109,D,Ship,2,5,189,2,low,M,9,5245,Delayed,525224
6110,F,Ship,4,5,216,2,low,F,8,5767,On Time,580903
6111,A,Ship,4,2,264,3,low,M,10,5137,On Time,543055
6112,B,Ship,5,4,268,3,low,F,3,5320,On Time,574237
6113,C,Ship,4,1,225,2,medium,F,10,4577,On Time,491630
6114,F,Ship,4,2,252,2,high,F,4,5233,On Time,513762
6115,D,Ship,3,2,204,3,low,F,8,4586,On Time,496594
6116,F,Ship,5,1,193,2,medium,F,1,4450,Delayed,528673
6117,A,Ship,5,3,220,3,low,F,9,5324,Delayed,535717
6118,B,Ship,6,4,271,3,low,F,7,5192,On Time,505725
6119,C,Ship,2,2,227,4,medium,M,6,4104,On Time,537237
6120,F,Ship,4,1,206,5,medium,F,7,5941,On Time,522414
6121,D,Ship,4,2,142,3,medium,F,3,4644,Delayed,535322
6122,F,Ship,5,5,236,2,medium,M,2,5210,Delayed,576182
6123,A,Ship,5,4,275,2,medium,M,10,5395,On Time,542717
6124,B,Ship,3,5,144,2,medium,M,2,4629,On Time,525928
6125,C,Ship,4,5,194,3,medium,M,3,5168,On Time,543008
6126,F,Ship,3,2,260,3,low,M,9,4591,On Time,540995
6127,D,Ship,3,4,240,3,medium,M,8,4410,Delayed,567673
6128,F,Ship,3,2,136,3,high,F,2,5739,Delayed,517669
6129,A,Ship,3,3,132,2,medium,M,1,4687,Delayed,527414
6130,B,Ship,4,2,266,3,medium,M,7,5121,Delayed,501713
6131,C,Ship,4,1,263,3,high,M,5,4782,Delayed,554979
6132,F,Ship,5,5,270,3,low,F,9,5807,On Time,577500
6133,D,Ship,3,3,208,5,low,F,10,4258,Delayed,551884
6134,F,Ship,5,5,206,3,low,M,1,5520,Delayed,543828
6135,A,Ship,3,3,159,3,low,M,3,5230,On Time,543128
6136,B,Ship,4,3,162,3,low,M,4,5913,On Time,C535804
6137,C,Ship,3,2,177,2,medium,M,4,4417,Delayed,552229
6138,F,Ship,3,3,168,4,low,F,4,4096,On Time,534652
6139,D,Road,3,1,267,4,medium,F,4,4914,On Time,557017
6140,F,Road,4,5,222,3,medium,F,7,5844,Delayed,541588
6141,A,Road,3,2,234,3,low,F,10,4781,Delayed,527249
6142,B,Road,3,1,133,3,low,F,9,5724,Delayed,576245
6143,C,Road,4,4,207,3,low,F,10,4533,Delayed,549927
6144,F,Road,4,3,243,4,low,F,9,4811,Delayed,567860
6145,D,Road,5,5,161,3,low,F,1,4470,On Time,522987
6146,F,Road,3,5,193,3,medium,F,6,5302,Delayed,558232
6147,A,Road,4,5,234,4,medium,M,9,5769,Delayed,537626
6148,B,Road,2,1,185,6,medium,F,7,4138,On Time,579667
6149,C,Road,4,5,242,2,medium,F,5,4806,Delayed,496018
6150,F,Road,4,5,252,2,high,F,6,4147,On Time,543350
6151,D,Road,4,3,179,3,low,F,3,5495,On Time,496863
6152,F,Road,4,3,158,3,high,F,5,5602,Delayed,C534826
6153,A,Road,3,1,226,3,low,F,8,4002,Delayed,533348
6154,B,Road,5,4,269,2,medium,F,2,5962,Delayed,521767
6155,C,Road,3,5,148,3,low,F,7,5685,Delayed,524937
6156,F,Road,4,5,159,2,low,F,3,5704,Delayed,498261
6157,D,Road,3,4,273,4,medium,M,4,5361,Delayed,577820
6158,F,Road,3,4,233,3,medium,M,5,5306,Delayed,C579140
6159,A,Road,4,5,182,3,medium,F,2,4473,Delayed,560442
6160,B,Road,3,4,153,2,medium,M,5,4023,On Time,533670
6161,C,Flight,4,5,210,2,medium,M,5,5683,Delayed,555510
6162,F,Flight,4,1,241,3,medium,M,6,4558,Delayed,555845
6163,D,Flight,3,2,220,3,low,M,8,5032,On Time,552045
6164,F,Flight,5,4,211,3,medium,F,7,4856,Delayed,504631
6165,A,Flight,3,5,151,3,low,F,1,4088,Delayed,575516
6166,B,Flight,5,5,267,3,medium,M,9,4775,On Time,509397
6167,C,Flight,4,3,250,2,medium,M,4,4808,On Time,552042
6168,F,Flight,4,3,181,3,low,F,5,5398,On Time,543808
6169,D,Flight,5,2,197,4,high,M,4,4339,On Time,516775
6170,F,Flight,3,4,172,2,medium,F,5,4647,Delayed,505336
6171,A,Flight,4,1,219,3,low,M,3,5223,On Time,557750
6172,B,Flight,5,5,189,3,low,M,7,5717,Delayed,492079
6173,C,Flight,5,1,225,3,low,M,8,4539,Delayed,529368
6174,F,Flight,5,3,269,5,low,F,8,5833,On Time,507448
6175,D,Flight,5,4,157,3,medium,F,7,4199,On Time,546973
6176,F,Flight,3,5,189,3,low,M,5,5422,Delayed,539750
6177,A,Flight,3,1,226,2,medium,F,6,4946,On Time,532615
6178,B,Flight,2,1,220,2,medium,F,6,4382,On Time,497876
6179,C,Flight,6,3,275,6,low,M,4,4875,Delayed,577010
6180,F,Flight,3,4,171,3,medium,F,5,4310,On Time,561203
6181,D,Flight,4,3,235,3,low,F,4,5289,On Time,499066
6182,F,Flight,3,4,201,3,high,M,7,4887,On Time,513372
6183,A,Ship,5,5,269,3,low,F,5,5673,On Time,549240
6184,B,Ship,5,3,182,2,low,M,4,5579,Delayed,537666
6185,C,Ship,5,5,266,5,low,F,9,4500,Delayed,504623
6186,F,Ship,3,5,157,2,medium,F,4,5991,Delayed,489802
6187,D,Ship,4,1,258,4,high,F,1,5476,Delayed,555245
6188,F,Ship,4,2,280,4,low,M,9,5288,On Time,529622
6189,A,Ship,4,4,154,3,low,F,7,4106,On Time,553863
6190,B,Ship,4,4,274,2,low,F,3,4257,Delayed,493264
6191,C,Ship,4,5,180,2,medium,F,1,4332,Delayed,568346
6192,F,Ship,3,5,146,3,medium,F,7,4126,Delayed,519007
6193,D,Ship,3,4,236,3,medium,M,1,5851,Delayed,494239
6194,F,Ship,4,4,133,4,high,F,10,5296,Delayed,548708
6195,A,Ship,5,2,173,4,high,F,9,4307,Delayed,492226
6196,B,Ship,4,3,210,3,low,M,9,5556,Delayed,500324
6197,C,Ship,3,4,238,2,medium,F,1,4991,On Time,573100
6198,F,Ship,4,2,268,4,low,F,3,5275,Delayed,525694
6199,D,Ship,3,5,175,3,medium,F,8,5471,On Time,553004
6200,F,Ship,5,2,280,4,low,M,8,4539,On Time,541830
6201,A,Ship,4,1,153,2,low,F,1,4027,Delayed,506869
6202,B,Ship,4,4,251,2,medium,F,6,4376,Delayed,519249
6203,C,Ship,4,2,252,3,medium,M,8,4262,On Time,509850
6204,F,Ship,4,5,201,8,medium,F,4,5472,On Time,529835
6205,D,Ship,5,4,216,4,medium,F,8,5878,On Time,500114
6206,F,Ship,3,2,126,10,low,M,3,4073,On Time,544597
6207,A,Ship,3,2,177,4,low,F,3,4199,On Time,511886
6208,B,Ship,5,3,145,3,medium,M,1,5783,On Time,581425
6209,C,Ship,5,3,258,2,low,F,10,5371,On Time,543802
6210,F,Ship,4,3,273,10,medium,M,6,4251,On Time,491204
6211,D,Ship,4,1,245,3,low,F,5,4523,Delayed,498163
6212,F,Ship,5,4,241,2,medium,F,7,4413,Delayed,579552
6213,A,Ship,4,1,208,3,low,F,6,5345,On Time,545901
6214,B,Ship,6,5,282,4,low,M,1,1193,On Time,555115
6215,C,Ship,6,5,295,4,medium,M,1,1159,Delayed,509139
6216,F,Ship,6,5,255,4,low,F,9,1113,Delayed,493073
6217,D,Ship,6,3,292,4,low,F,8,1434,Delayed,548151
6218,F,Ship,6,4,244,4,low,M,1,1130,On Time,502596
6219,A,Ship,6,4,306,4,low,F,8,1691,On Time,523511
6220,B,Ship,6,5,258,4,low,M,5,1966,On Time,546972
6221,C,Ship,4,1,265,6,low,F,2,1629,On Time,491155
6222,F,Ship,5,1,227,5,low,M,6,1667,Delayed,545592
6223,D,Ship,7,1,276,4,low,F,9,1519,On Time,546406
6224,F,Ship,6,5,244,4,medium,F,2,1980,Delayed,553504
6225,A,Ship,4,2,217,6,medium,F,3,1732,On Time,541631
6226,B,Ship,2,5,211,3,low,M,3,1368,Delayed,560442
6227,C,Ship,4,4,227,5,low,M,8,1982,On Time,496318
6228,F,Ship,5,1,249,4,medium,M,5,1027,On Time,512386
6229,D,Ship,6,2,269,4,low,M,6,1073,Delayed,490465
6230,F,Ship,6,3,278,4,medium,M,4,1716,Delayed,542272
6231,A,Ship,6,5,282,4,medium,F,4,1013,Delayed,573137
6232,B,Ship,6,1,300,4,medium,F,2,1790,On Time,540352
6233,C,Ship,3,3,146,3,medium,F,4,5384,Delayed,558102
6234,F,Ship,3,4,236,3,medium,F,5,5466,Delayed,509529
6235,D,Ship,4,4,133,4,high,F,7,5973,On Time,514486
6236,F,Ship,5,4,173,4,high,F,8,5284,On Time,501475
6237,A,Ship,4,2,210,3,low,F,9,4163,Delayed,516609
6238,B,Ship,3,3,238,2,medium,F,4,4206,Delayed,514016
6239,C,Ship,4,4,268,4,low,M,5,5647,Delayed,503718
6240,F,Ship,3,4,175,3,medium,M,10,4771,On Time,553382
6241,D,Ship,5,4,280,4,low,M,10,5156,Delayed,570404
6242,F,Ship,4,5,153,2,low,M,1,4492,Delayed,565614
6243,A,Ship,4,5,251,2,medium,F,8,5232,Delayed,524610
6244,B,Ship,4,2,252,3,medium,M,2,5769,Delayed,517106
6245,C,Ship,4,2,201,8,medium,F,9,5146,Delayed,566408
6246,F,Ship,5,5,216,4,medium,F,1,4092,On Time,527149
6247,D,Ship,3,3,126,10,low,M,10,4128,Delayed,580848
6248,F,Ship,3,1,177,4,low,F,6,5037,On Time,490097
6249,A,Ship,5,2,145,3,medium,M,2,4836,Delayed,578072
6250,B,Ship,5,4,258,2,low,F,8,4200,Delayed,564372
6251,C,Ship,4,3,273,10,medium,F,8,4896,Delayed,532094
6252,F,Ship,4,1,245,3,low,M,2,5835,On Time,570412
6253,D,Ship,5,2,241,2,medium,M,6,4741,Delayed,501808
6254,F,Ship,4,1,208,3,low,M,4,4530,On Time,490519
6255,A,Ship,6,1,282,4,low,M,1,1434,Delayed,490964
6256,B,Ship,6,5,295,4,medium,M,5,1963,On Time,533981
6257,C,Ship,6,4,255,4,low,M,7,1869,On Time,491103
6258,F,Ship,6,2,292,4,low,F,2,1565,Delayed,502030
6259,D,Ship,6,1,244,4,low,M,5,1867,Delayed,506224
6260,F,Ship,6,3,306,4,low,M,10,1372,On Time,501430
6261,A,Ship,6,5,258,4,low,M,5,1558,Delayed,528087
